timestamp,model,prod,spot,memory_util
131.7870875024015,D,2,18,0.4255018754562432
132.70354326122086,A,9,11,0.4622376580189589
132.70354326122086,B,2,18,0.4622376580189589
132.70354326122086,C,3,17,0.4622376580189589
132.70354326122086,D,2,18,0.4622376580189589
134.08621171841472,A,9,11,0.23398331547469806
134.08621171841472,B,2,18,0.23398331547469806
134.08621171841472,C,3,17,0.23398331547469806
134.08621171841472,D,2,18,0.23398331547469806
134.69184963795394,A,9,11,0.26006521855274106
134.69184963795394,B,2,18,0.26006521855274106
134.69184963795394,C,3,17,0.26006521855274106
134.69184963795394,D,2,18,0.26006521855274106
134.8904954594381,A,9,11,0.3288128937179874
134.8904954594381,B,2,18,0.3288128937179874
134.8904954594381,C,3,17,0.3288128937179874
134.8904954594381,D,2,18,0.3288128937179874
134.92777180707304,A,9,11,0.4075611444372425
134.92777180707304,B,2,18,0.4075611444372425
134.92777180707304,C,3,17,0.4075611444372425
134.92777180707304,D,2,18,0.4075611444372425
135.06718098885042,A,9,11,0.451483270237261
135.06718098885042,B,2,18,0.451483270237261
135.06718098885042,C,3,17,0.451483270237261
135.06718098885042,D,2,18,0.451483270237261
136.23401694610493,A,9,11,0.451483270237261
136.23401694610493,B,2,18,0.451483270237261
136.23401694610493,C,3,17,0.451483270237261
136.23401694610493,D,2,18,0.451483270237261
137.1379046747893,A,8,12,0.05802057359390074
137.1379046747893,B,2,18,0.05802057359390074
137.1379046747893,C,3,17,0.05802057359390074
137.1379046747893,D,2,18,0.05802057359390074
137.97878538037492,A,7,13,0.16933419077301703
137.97878538037492,B,2,18,0.16933419077301703
137.97878538037492,C,3,17,0.16933419077301703
137.97878538037492,D,2,18,0.16933419077301703
138.0,A,7,13,0.511335961115776
138.0,B,2,18,0.511335961115776
138.0,C,3,17,0.511335961115776
138.0,D,3,17,0.511335961115776
139.89160528178604,A,7,13,0.01588509637350834
139.89160528178604,B,2,18,0.01588509637350834
139.89160528178604,C,3,17,0.01588509637350834
139.89160528178604,D,3,17,0.01588509637350834
146.0,A,7,13,0.3330251857728454
146.0,B,2,18,0.3330251857728454
146.0,C,3,17,0.3330251857728454
146.0,D,3,17,0.3330251857728454
152.0,A,7,13,0.3337176149141055
152.0,B,2,18,0.3337176149141055
152.0,C,3,17,0.3337176149141055
152.0,D,3,17,0.3337176149141055
153.0,A,7,13,0.01588509637350834
153.0,B,2,18,0.01588509637350834
153.0,C,3,17,0.01588509637350834
153.0,D,3,17,0.01588509637350834
153.42672379327274,A,7,13,0.33365929081405815
153.42672379327274,B,2,18,0.33365929081405815
153.42672379327274,C,3,17,0.33365929081405815
153.42672379327274,D,3,17,0.33365929081405815
161.09386522342456,A,7,13,0.018395333825124476
161.09386522342456,B,2,18,0.018395333825124476
161.09386522342456,C,3,17,0.018395333825124476
161.09386522342456,D,3,17,0.018395333825124476
165.30749089346756,A,7,13,0.7251726893214205
165.30749089346756,B,2,18,0.7251726893214205
165.30749089346756,C,4,16,0.7251726893214205
165.30749089346756,D,3,17,0.7251726893214205
166.0,A,7,13,0.018395333825124476
