request_id,completion_time,response_time,ttft,workload_type,utility,model_type
637,250.99170603995506,5.778839793297124,1.016000353819237,dev,1,D
637,251.00242972666135,6.476378951443991,1.0178691120393353,dev,1,D
637,251.17082303718385,5.252270646381476,1.0148318268310277,dev,1,D
637,251.17082303718385,4.793694733299475,1.0166745672208037,dev,1,D
294,251.23461180073863,3.3720689780601276,1.0672064625100859,dev,1,D
217,251.25345136058797,34.253451360587974,1.1219543231378566,prod,2,A
637,251.28770690143102,4.728277564165268,1.0112154985757513,dev,1,D
637,251.4270508785024,5.774150302626538,1.014942717705651,dev,1,D
389,251.4710031048794,5.102437009927513,1.0180698915276594,prod,1,D
294,251.5438975761616,9.80081148374802,1.0200731969561332,dev,1,D
294,251.63138285271174,4.873027749347614,1.0153243375527836,dev,1,D
573,251.75535698958996,6.725475387264737,1.0111580520912469,prod,1,C
637,251.81123749561957,4.026369625335747,1.0180658610793785,dev,1,D
637,251.8893128934717,2.801198019104163,1.0103443175573545,dev,1,D
107,251.9148988955911,17.30567906946004,1.0149170122152782,prod,1,C
294,252.22118031365147,10.811176994744187,4.117192424296718,dev,1,D
294,252.26407486746183,13.36136933529096,2.2392068254216895,dev,1,D
294,252.27479855416811,7.207696256142668,1.059232697157995,dev,1,D
294,252.28383528839885,10.680159632358453,1.0100281794918828,dev,1,D
297,252.31579914242488,4.385650119863527,1.125309118156963,prod,1,A
294,252.32673042125342,5.568375317889291,1.0121407709102073,dev,1,D
294,252.3284172289679,5.8589258033016165,1.0160358851695719,dev,1,D
294,252.55193088206735,4.054151349407647,1.0193412560159913,dev,1,D
294,252.70374964144548,6.48945495547639,1.015218968893464,dev,1,D
573,252.82831783041252,1.9706624426389396,1.0100628396889704,prod,1,C
573,253.04467556077242,10.05595997638872,1.0100293560810485,prod,1,C
637,253.07663822089484,4.01813051679963,1.019184938078439,dev,1,D
637,253.14647531926053,3.487408675561227,1.017329543121832,dev,1,D
637,253.1679225961657,2.4907887729089566,1.0173189810894883,dev,1,D
637,253.2138524541273,6.8331020048668165,1.0100353163552995,dev,1,D
389,253.28260211009962,2.3692739770965545,1.018077292177253,prod,1,D
637,253.29136950827262,4.884060335391638,1.0169125077509307,dev,1,D
637,253.46324696729485,5.742720348682354,1.0176699364939168,dev,1,D
637,253.67193587136063,5.801279279485584,1.0162728969787338,dev,1,D
389,253.7222980454252,2.2512949405457903,1.0180654201503785,prod,1,D
637,253.79538278346755,2.624559746283694,1.0173691787989867,dev,1,D
637,254.2765701625666,3.481475785540823,1.008429022795724,dev,1,D
247,254.3217394195786,7.321739419578591,1.0100703536812148,prod,3,C
294,254.32547367871362,6.646921792551154,1.9949190657393103,dev,1,D
637,254.40614494921326,5.615035621617238,1.017363663220408,dev,1,D
389,254.46223908716672,6.70033430345913,1.018132927732978,prod,1,D
637,254.55470511167923,2.665392218207529,1.016007367640384,dev,1,D
249,254.56297035414067,5.562970354140674,1.0186553659112576,prod,2,C
389,254.601648896242,10.634609726613235,1.018165115488273,prod,1,D
384,254.70079933567527,2.372382106707363,1.0104905907855652,dev,1,D
297,254.73602225902889,45.04826596694076,1.074246248715781,prod,1,A
637,254.7965350343567,4.387538290195266,1.010965015388848,dev,1,D
389,254.9119288399322,1.6293267298325702,1.0180710866547997,prod,1,D
